,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
1674,CHEMBL481703,CCSC(=S)SCC(=O)c1ccc(-c2ccc(CNc3cnc4ccccc4c3)cn2)s1,IC50,6.36,438.00,6.36,-0.00
1675,CHEMBL3309298,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@H](CCC(=O)NO)CC3)cc21,IC50,6.36,440.00,6.36,-0.00
1676,CHEMBL515295,COc1cc(NC(=O)CCCCCNS(N)(=O)=O)c2ncccc2c1,IC50,6.36,440.00,6.36,-0.00
1677,CHEMBL2385954,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCC(=O)NO)CC2,IC50,6.36,440.00,6.36,-0.00
1678,CHEMBL3692643,O=S(=O)(Nc1ccc(F)cc1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,6.36,440.00,6.36,-0.00
1679,CHEMBL3907730,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,IC50,6.36,441.00,6.36,-0.00
1680,CHEMBL4289912,O=C(NO)c1cnc(N2CCC(Cn3[se]c4ccccc4c3=O)CC2)nc1,IC50,6.35,444.00,6.35,0.00
1681,CHEMBL4640986,O=C(NO)c1ccc(C(=O)NCCCN2c3ccccc3CCc3ccc(Cl)cc32)cc1,IC50,6.35,448.00,6.35,-0.00
1682,CHEMBL493249,CCOC(=S)SCC(=O)c1ccc(OC)cc1,IC50,6.35,448.00,6.35,-0.00
1683,CHEMBL152162,O=C(CCc1ccccc1)NO,IC50,6.35,448.00,6.35,-0.00
1684,CHEMBL2046609,COc1ccc(/C=C/C(=O)Nc2ccc(C(=O)N3CCc4nc(C(=O)NO)sc4C3)cc2)cc1,IC50,6.35,450.00,6.35,-0.00
1685,CHEMBL475043,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,IC50,6.35,450.00,6.35,-0.00
1686,CHEMBL3758311,O=C(O)CCCn1nc(C(=O)NCCCCCCS)cc1-c1ccc(F)cc1,IC50,6.35,450.00,6.35,-0.00
1687,CHEMBL4553337,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CC(=O)NO)C3,IC50,6.34,455.00,6.34,0.00
1688,CHEMBL3622727,C/C=C1\NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,IC50,6.34,459.00,6.34,-0.00
1689,CHEMBL3357475,N#Cc1ccc(NC2CCc3ccc(C(=O)NO)cc3C2)cc1Cl,EC50,6.34,460.00,6.34,-0.00
1690,CHEMBL3692641,O=S(=O)(Nc1cccc(Cl)c1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,6.34,460.00,6.34,-0.00
1691,CHEMBL2408693,C[C@@H]1N=C(c2ccccc2)c2cc(C#CCCCC(=O)NO)ccc2NC1=O,IC50,6.34,460.00,6.34,-0.00
1692,CHEMBL497331,O=C(NCC1CCCCC1)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.34,460.00,6.34,-0.00
1693,CHEMBL4436262,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CCCC(=O)NO)C3,IC50,6.33,464.00,6.33,0.00
1694,CHEMBL3925574,C/C=C/c1sc(-c2nccs2)nc1C(=O)NCCCNC(=O)CS,IC50,6.33,470.00,6.33,-0.00
1695,CHEMBL3692639,Cc1cccc(NS(=O)(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)c1,IC50,6.33,470.00,6.33,-0.00
1696,CHEMBL3758842,O=C(NCCCCCCS)c1cc(-c2ccc(F)cc2)nn1CCCO,IC50,6.33,470.00,6.33,-0.00
1697,CHEMBL4530175,COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCC(=O)NO,IC50,6.33,470.00,6.33,-0.00
1698,CHEMBL3915628,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1cccc([N+](=O)[O-])c1)NO,IC50,6.33,473.00,6.33,-0.00
1699,CHEMBL3415966,Nc1nc2ncc(CNc3ccc(C(=O)NCCCCCCCCCC(=O)NO)cc3)nc2c(=O)[nH]1,IC50,6.32,476.00,6.32,0.00
1700,CHEMBL2413311,CCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,IC50,6.32,480.00,6.32,-0.00
1701,CHEMBL523033,COc1ccc(-c2nc([C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)cs2)cc1,IC50,6.32,480.00,6.32,-0.00
1702,CHEMBL524193,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc2cc(-c3cccs3)ccc2[nH]1,IC50,6.32,480.00,6.32,-0.00
1703,CHEMBL440018,CN(C)c1ccc(C(=O)NCCCCCCNC(=O)CS)cc1,IC50,6.32,482.00,6.32,-0.00
1704,CHEMBL480973,CCSC(=S)SCC(=O)c1ccc(C(=O)NCCOc2ccccc2)cc1,IC50,6.32,483.00,6.32,-0.00
1705,CHEMBL4240593,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(CCC(=O)NO)cc1,IC50,6.32,484.00,6.32,-0.00
1706,CHEMBL3930328,O=C(CCCCNC(=O)c1nc(-c2ncc(-c3ccccc3)s2)sc1C1CC1)NO,IC50,6.31,488.00,6.31,0.00
1707,CHEMBL454438,NS(=O)(=O)NCCCCCC(=O)Nc1ccc2ncccc2c1,IC50,6.31,490.00,6.31,-0.00
1708,CHEMBL496511,CN(Cc1ccccc1)Cc1ccc(C(=O)C(F)(F)F)s1,IC50,6.31,490.00,6.31,-0.00
1709,CHEMBL3966165,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCOCCC(=O)NO)c(F)c1,IC50,6.30,495.00,6.31,0.01
1710,CHEMBL3939120,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCC(=O)NO,IC50,6.30,497.00,6.30,0.00
1711,CHEMBL3771355,O=C(NO)c1coc(-c2cccc(-c3ccccc3)c2)n1,IC50,6.30,500.00,6.30,0.00
1712,CHEMBL1098067,CCN1CCC[C@@H](n2c(Cc3ccccc3)nc(C)c2-c2cccc(/C=C/C(=O)NO)c2)C1,IC50,6.30,500.00,6.30,0.00
1713,CHEMBL512043,O=C(c1ccc(-c2nc(-c3ccccn3)no2)s1)C(F)(F)F,IC50,6.30,500.00,6.30,0.00
1714,CHEMBL3798925,O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2)c1,IC50,6.30,500.00,6.30,0.00
1715,CHEMBL4280514,O=C(CCCCCOc1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,IC50,6.29,508.00,6.29,0.00
1716,CHEMBL2047696,COc1cc(C/C(=N\O)C(=O)NCCS)cc(Br)c1OC,IC50,6.29,510.00,6.29,0.00
1717,CHEMBL3942555,O=C(CCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,6.29,510.00,6.29,0.00
1718,CHEMBL3970271,CCOc1ccc(C[C@H]2CC[C@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,6.29,515.00,6.29,-0.00
1719,CHEMBL481922,CCSC(=S)SCC(=O)c1cccc(C(=O)Nc2ccccc2)c1,IC50,6.29,517.00,6.29,-0.00
1720,CHEMBL481148,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2ccc(OC)cc2)c1,IC50,6.29,519.00,6.28,-0.01
1721,CHEMBL4248952,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(/C=C/C(=O)NO)cc1,IC50,6.29,519.00,6.28,-0.01
1722,CHEMBL475618,NS(=O)(=O)NCCCC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.28,520.00,6.28,0.00
1723,CHEMBL2442699,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3cccc(NC(=O)CCCCC(=O)NO)c3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,IC50,6.28,520.00,6.28,0.00
1724,CHEMBL517076,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccccc2)cc1,IC50,6.28,521.00,6.28,0.00
1725,CHEMBL4060433,O=C(NO)c1ccc(C(=O)Nc2cccc3ncccc23)cc1,IC50,6.28,525.00,6.28,-0.00
1726,CHEMBL2408237,O=c1c(O)ccccc1-c1ccccc1,Ki,6.28,527.00,6.28,-0.00
1727,CHEMBL516218,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.28,530.00,6.28,-0.00
1728,CHEMBL3309300,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@@H](CCC(=O)NO)CC3)cc21,IC50,6.28,530.00,6.28,-0.00
1729,CHEMBL4096524,O=C(CS)NCC(S)CCCn1ccc2cc(Cl)c(Cl)cc21,IC50,6.27,534.00,6.27,0.00
1730,CHEMBL3657470,Oc1cccn(Cc2ccc(Cn3cc(-c4ccccc4)nn3)cc2)c1=S,IC50,6.27,534.00,6.27,0.00
1731,CHEMBL4556817,O=C(/C=C/c1ccc2c(c1)C(=O)c1ccccc1C2=O)NO,IC50,6.27,536.00,6.27,0.00
1732,CHEMBL3921742,O=C(NO)c1ccc(C2CCCC2)cc1,IC50,6.27,540.00,6.27,-0.00
1733,CHEMBL4460979,O=C(NO)c1ccc(N2CCCC2)cc1,IC50,6.27,540.00,6.27,-0.00
1734,CHEMBL4227717,Cc1ccc(-c2cc(C(F)(F)F)nn2CCc2ccc(C(=O)NO)cc2)cc1,IC50,6.27,540.00,6.27,-0.00
1735,CHEMBL3918458,O=C(NO)c1ccc(CN2CCCC2)cc1,IC50,6.27,540.00,6.27,-0.00
1736,CHEMBL3601776,O=C(COc1ccc(C(=O)NO)cc1)Nc1ccc2ccnc(Nc3ccc4ccccc4c3)c2c1,IC50,6.26,545.42,6.26,0.00
1737,CHEMBL3288489,O=C(CCCCCCS)Nc1nc(-c2ccc(F)cc2)cs1,IC50,6.26,550.00,6.26,-0.00
1738,CHEMBL4468821,COc1cc(/C=C/C(=O)NO)ccc1OCCCNC(=O)c1ccccc1O,IC50,6.26,550.00,6.26,-0.00
1739,CHEMBL3311466,CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21,IC50,6.26,550.00,6.26,-0.00
1740,CHEMBL4084049,O=C(CCCCCCC(=O)Nc1ccc(NC(=O)CCCn2cc(-c3ncnc4[nH]ccc34)cn2)cc1)NO,IC50,6.26,550.00,6.26,-0.00
1741,CHEMBL2413298,Cc1ccc(OCCCCN(Cc2ccccc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,IC50,6.26,550.00,6.26,-0.00
1742,CHEMBL496703,CCOC(=O)c1ccc(C(=O)C(F)(F)F)o1,IC50,6.26,550.00,6.26,-0.00
1743,CHEMBL447397,CCOC(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.26,550.00,6.26,-0.00
1744,CHEMBL2023527,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](NCc2ccc(-c3cn(CCCCC(=O)NO)nn3)cc2)[C@H](O)[C@H](C)O1,IC50,6.26,555.00,6.26,-0.00
1745,CHEMBL3909252,CCC(CC)(c1ccc(C(=O)NCCCCCC(=O)NO)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,IC50,6.25,557.00,6.25,0.00
1746,CHEMBL474446,NS(=O)(=O)NCCCC[C@H](NC(=O)Nc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.25,560.00,6.25,0.00
1747,CHEMBL4638018,O=C(CCCCCONC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)NO,Ki,6.25,560.00,6.25,0.00
1748,CHEMBL4474608,O=C(CCc1csc(CCc2ccc(O)c(O)c2)n1)NO,IC50,6.25,561.80,6.25,0.00
1749,CHEMBL4218915,COc1cc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc(OC)c1OC,IC50,6.25,562.00,6.25,0.00
1750,CHEMBL3925099,Cc1nc(-c2nc(C(=O)NCCCCC(=O)NO)c(C3CC3)s2)sc1C,IC50,6.25,565.00,6.25,-0.00
1751,CHEMBL3968356,CC(C)(C)OC(=O)NCc1nc(-c2nc(C(=O)NCCCCCC(=O)NO)cs2)cs1,IC50,6.25,566.00,6.25,-0.00
1752,CHEMBL2401848,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)Cc2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)cc1)c1ccccc1,IC50,6.25,567.00,6.25,-0.00
1753,CHEMBL3339009,O=C(CCCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)NO,IC50,6.25,568.76,6.25,-0.00
1754,CHEMBL461333,O=C(c1ccc(-c2nc(-c3ccncc3)no2)s1)C(F)(F)F,IC50,6.24,570.00,6.24,0.00
1755,CHEMBL3933626,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCCCC(=O)NO,IC50,6.24,575.00,6.24,0.00
1756,CHEMBL573899,CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)CC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)CCCc1cn(-c2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)nn1)C(=O)NCC(=O)NCC(N)=O,IC50,6.24,575.00,6.24,0.00
1757,CHEMBL3681859,CCCCCNc1cc(/C=C/C(=O)NO)ccc1SCCN(CC)CC,IC50,6.24,578.00,6.24,-0.00
1758,CHEMBL4084736,O=C(CCCCN1C(=O)[C@@H](CS)N=C(c2ccccc2)c2ccccc21)NO,IC50,6.24,580.00,6.24,-0.00
1759,CHEMBL462210,O=C(c1ccc(-c2nc(-c3ccccc3)no2)s1)C(F)(F)F,IC50,6.24,580.00,6.24,-0.00
1760,CHEMBL1164992,CC(/C=C/C(=O)NO)=C\[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,6.24,580.00,6.24,-0.00
1761,CHEMBL475042,CCOC(=O)c1csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)n1,IC50,6.24,580.00,6.24,-0.00
1762,CHEMBL460088,O=C(c1ccc(-c2nc(-c3ccc(F)cc3F)no2)s1)C(F)(F)F,IC50,6.24,580.00,6.24,-0.00
1763,CHEMBL3692645,O=S(=O)(Nc1ccccc1F)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,6.24,580.00,6.24,-0.00
1764,CHEMBL3356939,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)N2CCc3ccccc3C2)N1,IC50,6.24,582.00,6.24,-0.00
1765,CHEMBL4288702,O=C(NO)c1ccc(Cn2[se]c3ccc(C(F)(F)F)cc3c2=O)cc1,IC50,6.23,584.00,6.23,0.00
1766,CHEMBL3979179,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N(C)C4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,IC50,6.23,584.00,6.23,0.00
1767,CHEMBL4450477,O=C(CCc1csc(/C=C/c2ccc(Cl)cc2)n1)NO,IC50,6.23,592.10,6.23,-0.00
1768,CHEMBL3799246,CCOc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,IC50,6.22,600.00,6.22,0.00
1769,CHEMBL509207,Cc1ccc(-c2nnc(-c3ccc(C(=O)C(F)(F)F)s3)o2)cc1,IC50,6.22,600.00,6.22,0.00
1770,CHEMBL343717,O=CN(O)CCCCCNC(=O)c1ccc2ccccc2c1,IC50,6.22,600.00,6.22,0.00
1771,CHEMBL4099942,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCC(=O)NO)OC1=O,IC50,6.22,600.00,6.22,0.00
1772,CHEMBL3982264,CCCCCCC(CCCCCC(=O)Nc1ccccc1)C(=O)NO,IC50,6.22,600.00,6.22,0.00
1773,CHEMBL515452,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1cccnc1)C(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.22,600.00,6.22,0.00
1774,CHEMBL4089113,O=C(CCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO,IC50,6.22,604.00,6.22,-0.00
1775,CHEMBL481131,CCSC(=S)SCC(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,IC50,6.22,606.00,6.22,-0.00
1776,CHEMBL3963714,O=C(CCCCNC(=O)c1csc(-c2cccs2)n1)NO,IC50,6.22,608.00,6.22,-0.00
1777,CHEMBL4242465,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@@]3(CC)OC(=O)CCCCCCCCCC(=O)NO,IC50,6.21,610.00,6.21,0.00
1778,CHEMBL1836042,CCCC[C@H]1NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@H](O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CS)NC1=O,IC50,6.21,610.00,6.21,0.00
1779,CHEMBL336935,O=CN(O)CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc1ccc2ncccc2c1,IC50,6.21,620.00,6.21,-0.00
1780,CHEMBL427510,CN(C)c1ccc(C(=O)NCCCCNC(=O)CS)cc1,IC50,6.21,620.00,6.21,-0.00
1781,CHEMBL4205840,O=C(CCCCCCC(=O)Nc1ccc(N(CCCl)CCCl)cc1)NO,IC50,6.21,620.00,6.21,-0.00
1782,CHEMBL4299403,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)CN(Cc2ccc(-c3cn(CCCC(=O)NO)nn3)cc2)[C@@H](C)[C@@H](O)[C@]1(C)O,IC50,6.21,620.00,6.21,-0.00
1783,CHEMBL3681858,CCN(CC)CCSc1ccc(/C=C/C(=O)NO)cc1NCCCc1ccccc1,IC50,6.20,627.00,6.20,0.00
1784,CHEMBL1099065,CCN1CCC[C@@H](n2c(-c3ccccc3)nc(C)c2-c2cccc(/C=C/C(=O)NO)c2)C1,IC50,6.20,630.00,6.20,0.00
1785,CHEMBL3311465,O=C(CCCCCCC(=O)Nc1ccc2c(c1)CCC(=O)N2)NO,IC50,6.20,630.00,6.20,0.00
1786,CHEMBL4513424,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccc(C(F)(F)F)cc32)cc1,IC50,6.20,636.00,6.20,-0.00
1787,CHEMBL2047692,O=C(NCCS)/C(Cc1ccc(F)c(Br)c1)=N/O,IC50,6.19,640.00,6.19,0.00
1788,CHEMBL493782,CN(Cc1ccccc1)C(=O)c1cc(C(=O)C(F)(F)F)cs1,IC50,6.19,640.00,6.19,0.00
1789,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,6.19,643.00,6.19,0.00
1790,CHEMBL3589364,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc(C(F)(F)F)cc4)C2O3)cc1,IC50,6.19,648.00,6.19,-0.00
1791,CHEMBL2381522,Cc1cccc(C(=O)NO)c1,IC50,6.19,650.00,6.19,-0.00
1792,CHEMBL3681860,CCCNc1cc(/C=C/C(=O)NO)ccc1SCCN(CC)CC,IC50,6.18,653.00,6.19,0.01
1793,CHEMBL4636526,O=C(CCCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,IC50,6.18,658.00,6.18,0.00
1794,CHEMBL4529659,O=C(NO)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,IC50,6.18,660.00,6.18,0.00
1795,CHEMBL471041,O=C(/C=C/c1ccc(/C=N/OCc2c(F)c(F)c(F)c(F)c2F)cc1)NO,IC50,6.18,661.00,6.18,-0.00
1796,CHEMBL454671,O=C(c1ccc(-c2nc(-c3cccs3)no2)s1)C(F)(F)F,IC50,6.17,670.00,6.17,0.00
1797,CHEMBL4285033,O=C(/C=C/c1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,IC50,6.17,679.00,6.17,-0.00
1798,CHEMBL509445,Cc1cccc(-c2noc(-c3ccc(C(=O)C(F)(F)F)s3)n2)c1,IC50,6.17,680.00,6.17,-0.00
1799,CHEMBL2425956,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,IC50,6.16,690.00,6.16,0.00
1800,CHEMBL4551620,O=C(NO)c1cc(CCCCN2CCCc3cc(Cl)ccc32)on1,IC50,6.16,690.00,6.16,0.00
1801,CHEMBL259517,COC(=O)[C@H](Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1)NC(=O)CCCCCCC(=O)NO,IC50,6.16,690.00,6.16,0.00
1802,CHEMBL3959685,C=Cc1sc(-c2nccs2)nc1C(=O)NCCCNC(=O)CS,IC50,6.16,692.00,6.16,-0.00
1803,CHEMBL4591933,NCc1ccc(C(=O)NO)cc1,IC50,6.16,695.00,6.16,-0.00
1804,CHEMBL3692637,Cc1ccccc1NS(=O)(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,6.16,700.00,6.15,-0.01
1805,CHEMBL2047704,CN(C)c1ccc(C/C(=N\O)C(=O)NCCS)cc1Br,IC50,6.16,700.00,6.15,-0.01
1806,CHEMBL4290191,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCCCCCC(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N\O,IC50,6.15,709.00,6.15,-0.00
1807,CHEMBL197774,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O)NO,IC50,6.15,709.00,6.15,-0.00
1808,CHEMBL3978271,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NCC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,IC50,6.15,709.00,6.15,-0.00
1809,CHEMBL475714,NS(=O)(=O)NCCCCCC(=O)Nc1cnc2ccccc2c1,IC50,6.15,710.00,6.15,-0.00
1810,CHEMBL462202,O=C(Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1)N1CCCC1,IC50,6.15,710.00,6.15,-0.00
1811,CHEMBL4643791,CCN(c1ccc(C(=O)NO)cc1)S(=O)(=O)c1cccc(C(F)(F)F)c1,IC50,6.15,712.00,6.15,-0.00
1812,CHEMBL573900,CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)CC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)CCCc1cn(-c2ccc(-c3cn(CCCCCCCC(=O)NO)nn3)cc2)nn1)C(=O)NCC(=O)NCC(N)=O,IC50,6.15,714.00,6.15,-0.00
1813,CHEMBL582926,CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)CC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)CCCc1cn(-c2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)nn1)C(=O)NCC(=O)NCC(N)=O,IC50,6.14,716.00,6.15,0.01
1814,CHEMBL4294088,CC(C)(C)OC(=O)N1CCC2(CC1)CN(Cc1ccc(C(=O)NO)s1)c1ccccc12,IC50,6.14,718.60,6.14,0.00
1815,CHEMBL3309299,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@@H](/C=C/C(=O)NO)CC3)cc21,IC50,6.14,720.00,6.14,0.00
1816,CHEMBL1214760,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C2=NCCN3C(=O)O[C@@]1(C)[C@H]3[C@H]2C,IC50,6.14,728.70,6.14,-0.00
1817,CHEMBL494813,CN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.14,730.00,6.14,-0.00
1818,CHEMBL3357477,O=C(NO)c1ccc2c(c1)CC(Nc1ncccn1)CC2,EC50,6.14,730.00,6.14,-0.00
1819,CHEMBL1808673,O=C(/C=C/C=C/CC/C=C/c1ccc2c(c1)OCO2)NO,IC50,6.14,730.00,6.14,-0.00
1820,CHEMBL3692642,Cc1ccc(NS(=O)(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)cc1,IC50,6.13,740.00,6.13,0.00
1821,CHEMBL2047700,O=C(NCCS)/C(Cc1cc(Br)cc([N+](=O)[O-])c1)=N/O,IC50,6.13,740.00,6.13,0.00
1822,CHEMBL2425969,CCc1nc2cc(Cl)c(/C=C/C(=O)NO)cc2c(=O)n1CCc1ccccc1,IC50,6.13,747.00,6.13,-0.00
1823,CHEMBL247653,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccc(-c3ccccc3)cc1)C2)NO,IC50,6.12,750.00,6.12,0.00
1824,CHEMBL140000,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,6.12,750.00,6.12,0.00
1825,CHEMBL4213856,COc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc1,IC50,6.12,751.00,6.12,0.00
1826,CHEMBL4646090,CC(C)(C)c1cc(CN(C(=O)c2cccc(C(F)(F)F)c2)c2ccc(C(=O)NO)cc2)cc(C(C)(C)C)c1,IC50,6.12,752.00,6.12,0.00
1827,CHEMBL2385955,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCC(=O)NO)CC2,IC50,6.12,760.00,6.12,-0.00
1828,CHEMBL1243289,O=C(CCCCC1CC(C(=O)NO)=NO1)Nc1ccccc1,IC50,6.12,760.00,6.12,-0.00
1829,CHEMBL4647028,O=C(/C=C/c1ccc(S(=O)(=O)NCCCN2c3ccccc3CCc3ccc(Cl)cc32)cc1)NO,IC50,6.12,762.00,6.12,-0.00
1830,CHEMBL3692638,O=S(=O)(Nc1ccccc1Cl)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,6.11,770.00,6.11,0.00
1831,CHEMBL3891112,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1/C=C/c1ccccc1)NO,IC50,6.11,777.00,6.11,-0.00
1832,CHEMBL140525,O=CN(O)CCCCCC(C(=O)Nc1cnc2ccccc2c1)C(=O)Nc1cnc2ccccc2c1,IC50,6.11,780.00,6.11,-0.00
